,label,0,1,2,3,4
223,223,81161,322,437,0,0
224,224,81176,300,444,0,0
225,225,81189,272,459,0,0
226,226,81206,254,460,0,0
227,227,81217,227,476,0,0
228,228,81218,208,494,0,0
229,229,81231,187,502,0,0
230,230,81244,163,513,0,0
231,231,81247,149,524,0,0
232,232,81250,133,537,0,0
233,233,81254,122,544,0,0
234,234,81268,102,550,0,0
235,235,81271,81,568,0,0
236,236,81288,61,571,0,0
237,237,81303,48,569,0,0
238,238,81298,30,592,0,0
239,239,81305,23,592,0,0
240,240,81307,17,596,0,0
241,241,81308,10,602,0,0
242,242,81308,4,608,0,0
243,243,81302,0,618,0,0
244,244,81287,0,633,0,0
245,245,81281,0,639,0,0
246,246,81272,0,648,0,0
247,247,81270,0,650,0,0
248,248,81269,0,651,0,0
249,249,81263,0,657,0,0
250,250,81254,0,666,0,0
251,251,81255,0,665,0,0
252,252,81254,0,666,0,0
253,253,81249,0,671,0,0
254,254,81244,0,676,0,0
255,255,81246,0,674,0,0
256,256,81232,0,688,0,0
257,257,81227,0,693,0,0
258,258,81216,0,704,0,0
259,259,81211,0,709,0,0
260,260,81214,0,706,0,0
261,261,81197,0,723,0,0
262,262,81181,0,739,0,0
263,263,81176,0,744,0,0
264,264,81155,0,765,0,0
265,265,81141,0,779,0,0
266,266,81132,0,788,0,0
267,267,81132,0,788,0,0
268,268,81109,0,811,0,0
269,269,81089,0,831,0,0
270,270,81072,0,848,0,0
271,271,81063,0,857,0,0
272,272,81033,0,887,0,0
273,273,81022,0,898,0,0
274,274,80991,0,929,0,0
275,275,80971,0,949,0,0
276,276,80946,0,974,0,0
277,277,80914,0,1006,0,0
278,278,80844,0,1076,0,0
279,279,80779,0,1141,0,0
280,280,80705,0,1215,0,0
281,281,80697,0,1223,0,0
282,282,80743,0,1177,0,0
283,283,80748,0,1172,0,0
284,284,80715,0,1205,0,0
285,285,80717,0,1203,0,0
286,286,80744,0,1176,0,0
287,287,80773,0,1141,0,0
288,288,80750,0,1149,0,0
289,289,80702,0,1178,0,0
290,290,80645,0,1214,0,0
291,291,80642,0,1193,0,0
292,292,80603,0,1198,0,0
293,293,80574,0,1194,0,0
294,294,80510,0,1207,0,0
295,295,80361,0,1274,0,5
296,296,80287,0,1223,0,42
297,297,80090,0,1293,0,70
298,298,79992,0,1254,0,99
299,299,79765,0,1296,0,132
300,300,79597,0,1293,0,152
301,301,79401,0,1311,0,164
302,302,79156,0,1337,35,186
303,303,78887,0,1395,58,209
304,304,78510,0,1483,72,251
305,305,78174,0,1495,82,275
306,306,77748,0,1598,105,303
307,307,77399,0,1658,148,311
308,308,76955,0,1783,207,356
309,309,76518,0,1911,291,395
310,310,76324,0,1785,384,433
311,311,76357,0,1441,475,493
312,312,76408,0,1109,519,565
313,313,76587,0,771,590,613
314,314,76751,0,488,721,682
315,315,76813,0,304,873,811
316,316,76871,0,159,1082,951
317,317,77002,0,0,1214,1053
318,318,77021,0,0,1350,1195
319,319,77113,0,0,1527,1323
320,320,77129,0,0,1772,1405
321,321,77487,0,0,1649,1463
322,322,77959,0,0,1557,1381
323,323,78882,0,0,1495,841
324,324,79481,0,0,1479,538
325,325,79823,0,0,1488,396
326,326,80087,0,0,1392,305
327,327,80406,0,0,1184,244
328,328,80994,0,0,658,218
329,329,81463,0,0,235,193
330,330,81637,0,0,105,160
331,331,81703,0,0,76,134
332,332,81737,0,0,59,124
333,333,81787,0,0,36,97
334,334,81807,0,0,26,87
335,335,81833,0,0,13,74
336,336,81857,0,0,6,57
337,337,81874,0,0,0,46
338,338,81878,0,0,0,42
339,339,81884,0,0,0,36
340,340,81887,0,0,0,33
341,341,81892,0,0,0,28
342,342,81895,0,0,0,25
343,343,81895,0,0,0,25
344,344,81899,0,0,0,21
345,345,81901,0,0,0,19
346,346,81905,0,0,0,15
347,347,81911,0,0,0,9
348,348,81915,0,0,0,5
349,349,81915,0,0,0,5
350,350,81917,0,0,0,3
351,351,81918,0,0,0,2
352,352,81919,0,0,0,1
353,353,81920,0,0,0,0
354,354,81920,0,0,0,0
355,355,81920,0,0,0,0
356,356,81920,0,0,0,0
357,357,81920,0,0,0,0
358,358,81920,0,0,0,0
359,359,81920,0,0,0,0
360,360,81920,0,0,0,0
361,361,81920,0,0,0,0
362,362,81920,0,0,0,0
363,363,81920,0,0,0,0
364,364,81920,0,0,0,0
365,365,81920,0,0,0,0
366,366,81920,0,0,0,0
367,367,81920,0,0,0,0
368,368,81920,0,0,0,0
369,369,81920,0,0,0,0
370,370,81920,0,0,0,0
371,371,81920,0,0,0,0
372,372,81920,0,0,0,0
373,373,81920,0,0,0,0
374,374,81920,0,0,0,0
375,375,81920,0,0,0,0
376,376,81920,0,0,0,0
377,377,81920,0,0,0,0
378,378,81920,0,0,0,0
379,379,81920,0,0,0,0
380,380,81920,0,0,0,0
381,381,81920,0,0,0,0
382,382,81920,0,0,0,0
383,383,81920,0,0,0,0
384,384,81920,0,0,0,0
385,385,81920,0,0,0,0
386,386,81920,0,0,0,0
387,387,81920,0,0,0,0
388,388,81920,0,0,0,0
389,389,81920,0,0,0,0
390,390,81920,0,0,0,0
391,391,81920,0,0,0,0
392,392,81920,0,0,0,0
393,393,81920,0,0,0,0
394,394,81920,0,0,0,0
395,395,81920,0,0,0,0
396,396,81920,0,0,0,0
397,397,81920,0,0,0,0
398,398,81920,0,0,0,0
399,399,81920,0,0,0,0
400,400,81920,0,0,0,0
401,401,81920,0,0,0,0
402,402,81920,0,0,0,0
403,403,81920,0,0,0,0
404,404,81920,0,0,0,0
405,405,81920,0,0,0,0
406,406,81920,0,0,0,0
407,407,81920,0,0,0,0
408,408,81920,0,0,0,0
409,409,81920,0,0,0,0
410,410,81920,0,0,0,0
411,411,81920,0,0,0,0
412,412,81920,0,0,0,0
413,413,81920,0,0,0,0
414,414,81920,0,0,0,0
415,415,81920,0,0,0,0
416,416,81920,0,0,0,0
417,417,81920,0,0,0,0
418,418,81920,0,0,0,0
419,419,81920,0,0,0,0
420,420,81920,0,0,0,0
421,421,81920,0,0,0,0
422,422,81920,0,0,0,0
423,423,81920,0,0,0,0
424,424,81920,0,0,0,0
425,425,81920,0,0,0,0
426,426,81920,0,0,0,0
427,427,81920,0,0,0,0
428,428,81920,0,0,0,0
429,429,81920,0,0,0,0
430,430,81920,0,0,0,0
431,431,81920,0,0,0,0
432,432,81920,0,0,0,0
433,433,81920,0,0,0,0
434,434,81920,0,0,0,0
435,435,81920,0,0,0,0
436,436,81920,0,0,0,0
437,437,81920,0,0,0,0
438,438,81920,0,0,0,0
439,439,81920,0,0,0,0
440,440,81920,0,0,0,0
441,441,81920,0,0,0,0
442,442,81920,0,0,0,0
443,443,81920,0,0,0,0
444,444,81920,0,0,0,0
445,445,81920,0,0,0,0
446,446,81920,0,0,0,0
447,447,81920,0,0,0,0
448,448,81920,0,0,0,0
449,449,81920,0,0,0,0
450,450,81920,0,0,0,0
451,451,81920,0,0,0,0
452,452,81920,0,0,0,0
453,453,81920,0,0,0,0
454,454,81920,0,0,0,0
455,455,81920,0,0,0,0
456,456,81920,0,0,0,0
457,457,81920,0,0,0,0
458,458,81920,0,0,0,0
459,459,81920,0,0,0,0
460,460,81920,0,0,0,0
461,461,81920,0,0,0,0
462,462,81920,0,0,0,0
463,463,81920,0,0,0,0
464,464,81920,0,0,0,0
465,465,81920,0,0,0,0
466,466,81920,0,0,0,0
467,467,81920,0,0,0,0
468,468,81920,0,0,0,0
469,469,81920,0,0,0,0
470,470,81920,0,0,0,0
471,471,81920,0,0,0,0
472,472,81920,0,0,0,0
473,473,81920,0,0,0,0
474,474,81920,0,0,0,0
475,475,81920,0,0,0,0
476,476,81920,0,0,0,0
477,477,81920,0,0,0,0
478,478,81920,0,0,0,0
479,479,81920,0,0,0,0
480,480,81920,0,0,0,0
481,481,81920,0,0,0,0
482,482,81920,0,0,0,0
483,483,81920,0,0,0,0
484,484,81920,0,0,0,0
485,485,81920,0,0,0,0
486,486,81920,0,0,0,0
487,487,81920,0,0,0,0
488,488,81920,0,0,0,0
489,489,81920,0,0,0,0
490,490,81920,0,0,0,0
491,491,81920,0,0,0,0
492,492,81920,0,0,0,0
493,493,81920,0,0,0,0
494,494,81920,0,0,0,0
495,495,81920,0,0,0,0
496,496,81920,0,0,0,0
497,497,81920,0,0,0,0
498,498,81920,0,0,0,0
499,499,81920,0,0,0,0
500,500,81920,0,0,0,0
501,501,81920,0,0,0,0
502,502,81920,0,0,0,0
503,503,81920,0,0,0,0
504,504,81920,0,0,0,0
505,505,81920,0,0,0,0
506,506,81920,0,0,0,0
507,507,81920,0,0,0,0
508,508,81920,0,0,0,0
509,509,81920,0,0,0,0
510,510,81920,0,0,0,0
511,511,81920,0,0,0,0
512,512,81920,0,0,0,0
513,513,81920,0,0,0,0
514,514,81920,0,0,0,0
515,515,81920,0,0,0,0
516,516,81920,0,0,0,0
517,517,81920,0,0,0,0
518,518,81920,0,0,0,0
519,519,81920,0,0,0,0
520,520,81920,0,0,0,0
521,521,81920,0,0,0,0
522,522,81920,0,0,0,0
523,523,81920,0,0,0,0
524,524,81920,0,0,0,0
525,525,81920,0,0,0,0
526,526,81920,0,0,0,0
527,527,81920,0,0,0,0
528,528,81920,0,0,0,0
529,529,81920,0,0,0,0
530,530,81920,0,0,0,0
531,531,81920,0,0,0,0
532,532,81920,0,0,0,0
533,533,81920,0,0,0,0
534,534,81920,0,0,0,0
535,535,81920,0,0,0,0
536,536,81920,0,0,0,0
537,537,81920,0,0,0,0
538,538,81920,0,0,0,0
539,539,81920,0,0,0,0
540,540,81920,0,0,0,0
541,541,81920,0,0,0,0
542,542,81920,0,0,0,0
543,543,81920,0,0,0,0
544,544,81920,0,0,0,0
545,545,81920,0,0,0,0
546,546,81920,0,0,0,0
547,547,81920,0,0,0,0
548,548,81920,0,0,0,0
549,549,81920,0,0,0,0
550,550,81920,0,0,0,0
551,551,81920,0,0,0,0
552,552,81920,0,0,0,0
553,553,81920,0,0,0,0
554,554,81920,0,0,0,0
555,555,81920,0,0,0,0
556,556,81920,0,0,0,0
557,557,81920,0,0,0,0
558,558,81920,0,0,0,0
559,559,81920,0,0,0,0
560,560,81920,0,0,0,0
561,561,81920,0,0,0,0
562,562,81920,0,0,0,0
563,563,81920,0,0,0,0
564,564,81920,0,0,0,0
565,565,81920,0,0,0,0
566,566,81920,0,0,0,0
567,567,81920,0,0,0,0
568,568,81920,0,0,0,0
569,569,81920,0,0,0,0
570,570,81920,0,0,0,0
571,571,81920,0,0,0,0
572,572,81920,0,0,0,0
573,573,81920,0,0,0,0
574,574,81920,0,0,0,0
575,575,81920,0,0,0,0
576,576,81920,0,0,0,0
577,577,81920,0,0,0,0
578,578,81920,0,0,0,0
579,579,81920,0,0,0,0
580,580,81920,0,0,0,0
581,581,81920,0,0,0,0
582,582,81920,0,0,0,0
583,583,81920,0,0,0,0
584,584,81920,0,0,0,0
585,585,81920,0,0,0,0
586,586,81920,0,0,0,0
587,587,81920,0,0,0,0
588,588,81920,0,0,0,0
589,589,81920,0,0,0,0
590,590,81920,0,0,0,0
591,591,81920,0,0,0,0
592,592,81920,0,0,0,0
593,593,81920,0,0,0,0
594,594,81920,0,0,0,0
595,595,81920,0,0,0,0
596,596,81920,0,0,0,0
597,597,81920,0,0,0,0
598,598,81920,0,0,0,0
599,599,81920,0,0,0,0
600,600,81920,0,0,0,0
601,601,81920,0,0,0,0
602,602,81920,0,0,0,0
603,603,81920,0,0,0,0
604,604,81920,0,0,0,0
605,605,81920,0,0,0,0
606,606,81920,0,0,0,0
607,607,81920,0,0,0,0
608,608,81920,0,0,0,0
609,609,81920,0,0,0,0
610,610,81920,0,0,0,0
611,611,81920,0,0,0,0
612,612,81920,0,0,0,0
613,613,81920,0,0,0,0
614,614,81920,0,0,0,0
615,615,81920,0,0,0,0
616,616,81920,0,0,0,0
617,617,81920,0,0,0,0
618,618,81920,0,0,0,0
619,619,81920,0,0,0,0
620,620,81920,0,0,0,0
621,621,81920,0,0,0,0
622,622,81920,0,0,0,0
623,623,81919,1,0,0,0
624,624,81908,12,0,0,0
625,625,81888,32,0,0,0
626,626,81870,50,0,0,0
627,627,81848,72,0,0,0
628,628,81817,103,0,0,0
629,629,81793,127,0,0,0
630,630,81776,144,0,0,0
631,631,81759,161,0,0,0
632,632,81742,178,0,0,0
633,633,81717,203,0,0,0
634,634,81688,232,0,0,0
635,635,81675,245,0,0,0
636,636,81654,266,0,0,0
637,637,81636,284,0,0,0
638,638,81610,310,0,0,0
639,639,81600,320,0,0,0
640,640,81580,340,0,0,0
641,641,81558,362,0,0,0
642,642,81534,386,0,0,0
643,643,81522,398,0,0,0
644,644,81494,426,0,0,0
645,645,81472,448,0,0,0
646,646,81465,455,0,0,0
647,647,81450,470,0,0,0
648,648,81431,489,0,0,0
649,649,81418,502,0,0,0
650,650,81402,518,0,0,0
651,651,81381,539,0,0,0
652,652,81366,554,0,0,0
653,653,81355,565,0,0,0
654,654,81338,582,0,0,0
655,655,81322,598,0,0,0
656,656,81313,607,0,0,0
657,657,81298,621,1,0,0
658,658,81273,638,9,0,0
659,659,81257,646,17,0,0
660,660,81236,654,30,0,0
661,661,81208,671,41,0,0
662,662,81185,684,51,0,0
663,663,81171,694,55,0,0
664,664,81146,704,70,0,0
665,665,81125,717,78,0,0
666,666,81100,732,88,0,0
667,667,81082,744,94,0,0
668,668,81067,748,105,0,0
669,669,81055,762,103,0,0
670,670,81033,772,115,0,0
671,671,81015,786,119,0,0
672,672,81005,792,123,0,0
673,673,80987,797,136,0,0
674,674,80970,800,150,0,0
675,675,80957,800,163,0,0
676,676,80910,807,203,0,0
677,677,80885,812,223,0,0
678,678,80846,810,264,0,0
679,679,80806,811,303,0,0
680,680,80780,807,333,0,0
681,681,80767,806,347,0,0
682,682,80739,802,379,0,0
683,683,80736,786,398,0,0
684,684,80717,786,417,0,0
685,685,80704,780,436,0,0
686,686,80700,772,448,0,0
687,687,80689,764,467,0,0
688,688,80675,767,478,0,0
689,689,80681,757,482,0,0
690,690,80692,741,487,0,0
691,691,80669,737,514,0,0
692,692,80676,727,517,0,0
693,693,80679,710,531,0,0
694,694,80672,700,548,0,0
695,695,80667,692,561,0,0
696,696,80667,680,573,0,0
697,697,80669,665,586,0,0
698,698,80664,659,597,0,0
699,699,80669,648,603,0,0
700,700,80668,631,621,0,0
701,701,80666,619,635,0,0
702,702,80661,610,649,0,0
703,703,80661,607,652,0,0
704,704,80658,596,666,0,0
705,705,80650,585,685,0,0
706,706,80661,581,678,0,0
707,707,80652,570,698,0,0
708,708,80660,558,702,0,0
709,709,80655,549,716,0,0
710,710,80648,542,730,0,0
711,711,80656,532,732,0,0
712,712,80658,510,752,0,0
713,713,80671,493,756,0,0
714,714,80674,482,764,0,0
715,715,80676,464,780,0,0
716,716,80683,454,783,0,0
717,717,80697,430,793,0,0
718,718,80711,410,799,0,0
719,719,80729,390,801,0,0
720,720,80741,370,809,0,0
721,721,80751,349,820,0,0
722,722,80772,327,821,0,0
723,723,80800,289,831,0,0
724,724,80810,283,827,0,0
725,725,80829,250,841,0,0
726,726,80850,229,841,0,0
727,727,80865,208,847,0,0
728,728,80873,193,854,0,0
729,729,80879,179,862,0,0
730,730,80880,166,874,0,0
731,731,80892,151,877,0,0
732,732,80892,142,886,0,0
733,733,80900,129,891,0,0
734,734,80897,120,903,0,0
735,735,80912,108,900,0,0
736,736,80910,93,917,0,0
737,737,80917,72,931,0,0
738,738,80939,47,934,0,0
739,739,80956,20,944,0,0
740,740,80949,0,971,0,0
741,741,80941,0,979,0,0
742,742,80934,0,986,0,0
743,743,80920,0,1000,0,0
744,744,80909,0,1011,0,0
745,745,80888,0,1032,0,0
746,746,80876,0,1044,0,0
747,747,80857,0,1063,0,0
748,748,80837,0,1083,0,0
749,749,80816,0,1104,0,0
750,750,80802,0,1118,0,0
751,751,80786,0,1134,0,0
752,752,80769,0,1151,0,0
753,753,80759,0,1161,0,0
754,754,80742,0,1178,0,0
755,755,80710,0,1210,0,0
756,756,80697,0,1223,0,0
757,757,80665,0,1255,0,0
758,758,80616,0,1304,0,0
759,759,80539,0,1381,0,0
760,760,80478,0,1442,0,0
761,761,80428,0,1492,0,0
762,762,80377,0,1543,0,0
763,763,80352,0,1568,0,0
764,764,80318,0,1602,0,0
765,765,80321,0,1599,0,0
766,766,80325,0,1595,0,0
767,767,80247,0,1673,0,0
768,768,80206,0,1714,0,0
769,769,80181,0,1738,0,0
770,770,80130,0,1780,0,0
771,771,80003,0,1891,0,0
772,772,79938,0,1921,0,0
773,773,79880,0,1942,0,0
774,774,79833,0,1950,0,0
775,775,79778,0,1973,0,0
776,776,79689,0,2013,0,7
777,777,79529,0,2082,0,56
778,778,79393,0,2114,0,107
779,779,79247,0,2146,0,158
780,780,79029,0,2233,0,203
781,781,78819,0,2241,5,246
782,782,78573,0,2238,11,303
783,783,78359,0,2215,15,350
784,784,78137,0,2171,27,412
785,785,77895,0,2161,38,446
786,786,77678,0,2114,58,500
787,787,77370,0,2139,81,557
788,788,77258,0,1975,104,608
789,789,77115,0,1775,123,661
790,790,77105,0,1554,141,706
791,791,77037,0,1331,155,810
792,792,76977,0,1068,171,950
793,793,76815,0,1018,212,1083
794,794,76665,0,998,253,1255
795,795,76423,0,1013,294,1512
796,796,76252,0,1005,342,1706
797,797,76178,0,1040,389,1813
798,798,76086,0,1083,436,1906
799,799,75950,0,1101,498,2055
800,800,75880,0,1103,613,2178
801,801,75581,0,1149,887,2344
802,802,75231,0,1188,1109,2472
803,803,74985,0,1200,1254,2524
804,804,74970,0,1016,1360,2588
805,805,75134,0,791,1420,2629
806,806,75641,0,580,1495,2286
807,807,76428,0,285,1597,1730
808,808,77391,0,72,1735,986
809,809,78121,0,0,1910,461
810,810,78175,0,0,2386,326
811,811,78083,0,0,2869,265
812,812,78160,0,0,2999,223
813,813,78350,0,0,2963,187
814,814,78555,0,0,2861,163
815,815,78788,0,0,2708,133
816,816,79082,0,0,2476,113
817,817,79791,0,0,1830,96
818,818,80460,0,0,1207,81
819,819,81082,0,0,639,61
820,820,81643,0,0,131,45
821,821,81769,0,0,35,39
822,822,81821,0,0,18,24
823,823,81866,0,0,6,14
824,824,81891,0,0,2,7
825,825,81912,0,0,0,4
826,826,81919,0,0,0,1
827,827,81920,0,0,0,0
828,828,81920,0,0,0,0
829,829,81920,0,0,0,0
830,830,81920,0,0,0,0
831,831,81920,0,0,0,0
832,832,81920,0,0,0,0
833,833,81920,0,0,0,0
834,834,81920,0,0,0,0
835,835,81920,0,0,0,0
836,836,81920,0,0,0,0
837,837,81920,0,0,0,0
838,838,81920,0,0,0,0
839,839,81920,0,0,0,0
840,840,81920,0,0,0,0
841,841,81920,0,0,0,0
842,842,81920,0,0,0,0
843,843,81920,0,0,0,0
844,844,81920,0,0,0,0
845,845,81920,0,0,0,0
846,846,81920,0,0,0,0
847,847,81920,0,0,0,0
848,848,81920,0,0,0,0
849,849,81920,0,0,0,0
850,850,81920,0,0,0,0
851,851,81920,0,0,0,0
852,852,81920,0,0,0,0
853,853,81920,0,0,0,0
854,854,81920,0,0,0,0
855,855,81920,0,0,0,0
856,856,81920,0,0,0,0
857,857,81920,0,0,0,0
858,858,81920,0,0,0,0
859,859,81920,0,0,0,0
860,860,81920,0,0,0,0
861,861,81920,0,0,0,0
862,862,81920,0,0,0,0
863,863,81920,0,0,0,0
864,864,81920,0,0,0,0
865,865,81920,0,0,0,0
866,866,81920,0,0,0,0
867,867,81920,0,0,0,0
868,868,81920,0,0,0,0
869,869,81920,0,0,0,0
870,870,81920,0,0,0,0
871,871,81920,0,0,0,0
872,872,81920,0,0,0,0
873,873,81920,0,0,0,0
874,874,81920,0,0,0,0
875,875,81920,0,0,0,0
876,876,81920,0,0,0,0
877,877,81920,0,0,0,0
878,878,81920,0,0,0,0
879,879,81920,0,0,0,0
880,880,81920,0,0,0,0
881,881,81920,0,0,0,0
882,882,81920,0,0,0,0
883,883,81920,0,0,0,0
884,884,81920,0,0,0,0
885,885,81920,0,0,0,0
886,886,81920,0,0,0,0
887,887,81920,0,0,0,0
888,888,81920,0,0,0,0
889,889,81920,0,0,0,0
890,890,81920,0,0,0,0
891,891,81920,0,0,0,0
892,892,81920,0,0,0,0
893,893,81920,0,0,0,0
894,894,81920,0,0,0,0
895,895,81920,0,0,0,0
896,896,81920,0,0,0,0
897,897,81920,0,0,0,0
898,898,81920,0,0,0,0
899,899,81920,0,0,0,0
900,900,81920,0,0,0,0
901,901,81920,0,0,0,0
902,902,81920,0,0,0,0
903,903,81920,0,0,0,0
904,904,81920,0,0,0,0
905,905,81920,0,0,0,0
906,906,81920,0,0,0,0
907,907,81920,0,0,0,0
908,908,81920,0,0,0,0
909,909,81920,0,0,0,0
910,910,81920,0,0,0,0
911,911,81920,0,0,0,0
912,912,81920,0,0,0,0
913,913,81920,0,0,0,0
914,914,81920,0,0,0,0
915,915,81920,0,0,0,0
916,916,81920,0,0,0,0
917,917,81920,0,0,0,0
918,918,81920,0,0,0,0
919,919,81920,0,0,0,0
920,920,81920,0,0,0,0
